system_id,word,ner
12,千萬,CARDINAL
12,三,CARDINAL
12,李,PERSON
12,二,CARDINAL
12,三,CARDINAL
12,年月,DATE
12,李,PERSON
12,五升,QUANTITY
12,年下半年,DATE
12,萬,CARDINAL
12,第季,ORDINAL
12,第四,ORDINAL
12,年下半年,DATE
12,今年,DATE
12,萬元,MONEY
13,千億元,MONEY
13,今年全國月,DATE
13,萬,CARDINAL
13,歷年月,DATE
13,今年月,DATE
13,萬,CARDINAL
13,徐佳馨,PERSON
13,台,GPE
13,徐佳馨,PERSON
13,三,CARDINAL
13,二,CARDINAL
13,近年,DATE
13,第三,ORDINAL
13,萬元,MONEY
13,萬元,MONEY
13,兩者年,DATE
13,徐,PERSON
13,賴志昶,PERSON
13,近年,DATE
13,五,CARDINAL
13,日,GPE
14,多年來,DATE
14,今周,DATE
14,多年來,DATE
14,台灣,GPE
14,月日,DATE
14,台灣,GPE
14,台灣,GPE
14,台灣,GPE
14,衛福部,ORG
14,萬,CARDINAL
14,十年前,DATE
14,台灣,GPE
14,今周,DATE
14,歐,LOC
14,美,GPE
14,法,GPE
14,英國,GPE
14,台灣,GPE
14,台灣,GPE
14,明明,DATE
14,台灣,GPE
14,台灣,GPE
14,第二,ORDINAL
14,台灣,NORP
14,月底,DATE
14,台灣,NORP
14,黎璿萍,PERSON
14,黎璿萍,PERSON
14,近年來,DATE
14,百,CARDINAL
14,至千,CARDINAL
14,百,CARDINAL
14,美國,GPE
14,至百萬元,MONEY
14,黎璿萍,PERSON
14,台灣,NORP
14,台灣,GPE
14,至萬元,MONEY
14,五,CARDINAL
14,薛瑞元,PERSON
14,兩,CARDINAL
14,民眾黨,ORG
14,陳昭姿,PERSON
14,台灣,GPE
14,月日,DATE
14,台灣,NORP
14,黃淑英,PERSON
14,兩,CARDINAL
14,衛福部,ORG
14,第二,ORDINAL
14,立院,ORG
14,立院,ORG
14,范雲黃捷,PERSON
14,兩,CARDINAL
15,訂月,DATE
15,日,GPE
15,台北電,ORG
15,本周,DATE
15,五日,DATE
15,下周,DATE
15,三,CARDINAL
15,日,GPE
15,月日周四,DATE
15,清明節,DATE
15,月日周,DATE
15,訂月,DATE
15,日,GPE
15,台,GPE
15,第季,ORDINAL
15,月日周,DATE
15,四,CARDINAL
15,台積公司,ORG
15,台積公司,ORG
15,今年,DATE
15,全年,DATE
15,下周,DATE
15,美國,GPE
15,美國,GPE
15,美國,GPE
15,美國,GPE
15,第季,ORDINAL
15,美國,GPE
15,歐洲,LOC
15,日,GPE
15,下周月日,DATE
15,第二,ORDINAL
15,下周四起清明,DATE
15,第二,ORDINAL
15,至月,DATE
15,第二,ORDINAL
15,第四,ORDINAL
15,台灣,GPE
15,期月,DATE
15,第四,ORDINAL
15,億元,MONEY
15,五日,DATE
15,沈培華,PERSON
16,上元,MONEY
16,潤泰集團,ORG
16,今年,DATE
16,董,PERSON
16,李志宏,PERSON
16,年到年,DATE
16,第季,DATE
16,李志宏,PERSON
16,百元,MONEY
16,華,GPE
16,上周,DATE
16,董,PERSON
16,法,GPE
16,今年,DATE
16,億元,MONEY
16,中華,GPE
16,臺,GPE
16,臺企銀,ORG
16,去年,DATE
16,今年,DATE
16,今天,DATE
16,宜進老牌紡織廠,ORG
16,近年,DATE
16,去年,DATE
16,今年,DATE
16,東銀,ORG
16,日前,DATE
16,華,GPE
16,今年,DATE
16,今天,DATE
16,董,PERSON
16,潤弘,PERSON
16,去年,DATE
16,董,PERSON
17,亞軍,ORG
17,瓊,PERSON
17,今天,DATE
17,億元,MONEY
17,億元,MONEY
17,超億元,MONEY
17,億元,MONEY
17,超億元,MONEY
17,臺灣,GPE
17,下周,DATE
17,前天,DATE
17,亞軍,ORG
17,萬張萬,CARDINAL
17,今天,DATE
17,今天,DATE
17,今天,DATE
17,台灣,GPE
17,華,GPE
17,台灣,GPE
17,台灣,GPE
17,美國,GPE
17,今年,DATE
17,今天,DATE
17,東元張寶,PERSON
17,日月,DATE
17,張統,PERSON
17,今天,DATE
17,張仁寶,PERSON
17,兆豐金,PERSON
17,曄,PERSON
17,華,GPE
17,台灣,GPE
17,張瑞昱,PERSON
18,本周,DATE
18,數本周,DATE
18,下周,DATE
18,歐洲,LOC
18,美國,GPE
18,歐洲,LOC
18,美,GPE
18,美,GPE
18,七,CARDINAL
18,八,CARDINAL
18,今日,DATE
18,超億元,MONEY
18,第大,ORDINAL
18,萬,CARDINAL
18,萬,CARDINAL
18,月底,DATE
18,因月,DATE
18,美國,GPE
18,今年,DATE
18,美國,GPE
18,上半年,DATE
18,第季,ORDINAL
18,美洲,LOC
18,美洲,LOC
18,去年上半年,DATE
18,美洲,LOC
18,美,GPE
18,月底,DATE
18,旦,PERSON
18,美,GPE
18,萬元,MONEY
18,今年,DATE
18,明年,DATE
19,台灣,NORP
19,下午,TIME
19,十,CARDINAL
19,中,GPE
19,美,GPE
19,十,CARDINAL
19,中,GPE
19,美,GPE
19,漢唐,PERSON
19,瑞儀,ORG
19,十,CARDINAL
19,十,CARDINAL
19,瑞儀,ORG
19,第名,ORDINAL
19,第名,ORDINAL
19,第名,ORDINAL
19,東陽,LOC
19,第名,ORDINAL
19,第名,ORDINAL
19,第名,ORDINAL
19,第名,ORDINAL
19,瑞儀,ORG
19,億,CARDINAL
19,千億,CARDINAL
19,今日,DATE
19,台股億元,MONEY
19,下午,TIME
20,巴菲特,PERSON
20,四,CARDINAL
20,漢唐,DATE
20,中,GPE
20,華,GPE
20,中,GPE
20,漢唐,DATE
20,半年,DATE
20,至月,DATE
21,今天,DATE
21,億元,MONEY
21,億元,MONEY
21,億元,MONEY
21,超億元,MONEY
21,億元,MONEY
21,上周,DATE
21,今天,DATE
21,萬,CARDINAL
21,萬,CARDINAL
21,第名,ORDINAL
21,英,GPE
21,萬,CARDINAL
21,燿華,PERSON
21,本周,DATE
21,三,CARDINAL
21,去年,DATE
21,今年,DATE
21,約元,MONEY
21,萬,CARDINAL
21,法,GPE
21,個月,DATE
21,美國,GPE
21,中國,GPE
21,英,GPE
21,台積電,ORG
21,萬,CARDINAL
21,今天,DATE
21,張詮,PERSON
21,今天,DATE
21,英,GPE
21,台灣,GPE
21,張緯,PERSON
21,台灣,GPE
21,張燿華,PERSON
21,張永豐金,PERSON
22,上元,MONEY
22,潤泰集團,ORG
22,今年,DATE
22,董,PERSON
22,李志宏,PERSON
22,年到年,DATE
22,第季,DATE
22,李志宏,PERSON
22,百元,MONEY
22,華,GPE
22,上周,DATE
22,董,PERSON
22,法,GPE
22,今年,DATE
22,億元,MONEY
22,中華,GPE
22,臺,GPE
22,臺企銀,ORG
22,去年,DATE
22,今年,DATE
22,今天,DATE
22,宜進老牌紡織廠,ORG
22,近年,DATE
22,去年,DATE
22,今年,DATE
22,東銀,ORG
22,日前,DATE
22,華,GPE
22,今年,DATE
22,今天,DATE
22,董,PERSON
22,潤弘,PERSON
22,去年,DATE
22,董,PERSON
23,台灣,GPE
23,台灣,GPE
23,台灣,GPE
23,月下旬,DATE
23,瑞儀,ORG
23,新普,PERSON
23,漢唐,DATE
23,亞翔,PERSON
23,三,CARDINAL
23,半年,DATE
24,巴菲特,PERSON
24,四,CARDINAL
24,漢唐,DATE
24,中,GPE
24,華,GPE
24,中,GPE
24,漢唐,DATE
24,半年,DATE
24,至月,DATE
25,月下旬,DATE
25,鄭瑞宗,PERSON
25,金麗科,PERSON
25,~月,DATE
25,楊少凱,PERSON
25,億美元,MONEY
25,台灣,GPE
26,三,CARDINAL
26,億元,MONEY
26,億元,MONEY
26,美國,GPE
26,萬,CARDINAL
26,日,GPE
26,臺灣,GPE
26,",億元",MONEY
26,本週,DATE
26,唐,DATE
26,三,CARDINAL
26,億元,MONEY
26,億元,MONEY
26,林漢,PERSON
26,張欣興,PERSON
26,張大華,PERSON
26,張大亞,PERSON
26,台灣,NORP
26,張鴻海,PERSON
26,張緯創,PERSON
26,張中,PERSON
26,張,PERSON
26,台灣,GPE
26,億元,MONEY
26,台灣,GPE
26,張長榮,PERSON
26,張宏碁,PERSON
26,張長榮,PERSON
26,張臺,PERSON
26,張,PERSON
26,台灣,GPE
27,台灣,GPE
27,台灣,GPE
27,上周,DATE
27,下半年,DATE
27,台灣,GPE
27,台灣,GPE
27,上周,DATE
27,下半年,DATE
27,下半年,DATE
27,半年,DATE
27,年底,DATE
27,下半年,DATE
27,英,GPE
27,台燿,PERSON
27,宏碁,ORG
27,下半年,DATE
27,二萬,CARDINAL
28,三,CARDINAL
28,億元,MONEY
28,今日,DATE
28,英,GPE
28,台,GPE
28,節鴻海台,PERSON
28,億元,MONEY
28,今日,DATE
28,億元,MONEY
28,億元,MONEY
28,億元,MONEY
28,三,CARDINAL
28,億元,MONEY
28,上周,DATE
28,億元,MONEY
28,億元,MONEY
28,億元,MONEY
28,三,CARDINAL
28,超億元,MONEY
28,月至日止,DATE
28,超億元,MONEY
28,億元,MONEY
28,億元,MONEY
28,三,CARDINAL
28,超億元,MONEY
28,億元,MONEY
28,超億元,MONEY
28,今日,DATE
28,中華,GPE
28,華,GPE
28,億泰收元,MONEY
28,萬,CARDINAL
28,台灣,GPE
28,鴻海,PERSON
28,英,GPE
28,台灣,GPE
28,台灣,GPE
28,華,GPE
28,台灣,GPE
28,大亞,LOC
28,萬餘,CARDINAL
28,東元,MONEY
28,華,GPE
28,美,GPE
28,兩萬點,QUANTITY
28,金管會,ORG
28,黃天牧,PERSON
28,八,CARDINAL
28,李慧蘭,PERSON
29,凱基證券,ORG
29,凱基,PERSON
29,凱基,PERSON
29,台灣,GPE
29,萬,CARDINAL
29,第步,ORDINAL
29,所年,DATE
29,全年,DATE
29,萬,CARDINAL
29,台,GPE
29,凱基證券,ORG
29,凱基證券,ORG
29,凱基,PERSON
29,雯,PERSON
29,三,CARDINAL
30,金管會,ORG
30,黃天牧,PERSON
30,今日,DATE
30,台灣,GPE
30,台灣,GPE
30,億元,MONEY
30,華,GPE
30,台灣,GPE
30,陳昆仁,PERSON
31,永豐金,PERSON
31,黃蔭基,PERSON
31,黃于,PERSON
31,永豐金,PERSON
31,黃蔭基,PERSON
31,黃蔭基,PERSON
31,今年,DATE
31,這三年,DATE
31,五,CARDINAL
31,四,CARDINAL
31,三季,DATE
31,五,CARDINAL
31,三,CARDINAL
31,台灣,GPE
31,黃蔭基,PERSON
31,今年初,DATE
31,五,CARDINAL
31,科鴻海,PERSON
31,奇鋐,PERSON
31,黃蔭基,PERSON
31,今年,DATE
31,瑪莎拉蒂,PERSON
32,珮,PERSON
32,昨日,DATE
32,萬,CARDINAL
32,億元,MONEY
32,中國,GPE
32,三,CARDINAL
33,逾千億,CARDINAL
33,蔡明彰,PERSON
33,第次,ORDINAL
33,萬,CARDINAL
33,上周,DATE
33,四,CARDINAL
33,明萬,CARDINAL
33,第季,DATE
33,第季,DATE
33,去年,DATE
33,今年,DATE
33,全年,DATE
33,第季,ORDINAL
33,蔡明彰,PERSON
33,台灣,GPE
33,億元,MONEY
33,中,NORP
33,漢唐瑞儀,ORG
33,蔡明彰,PERSON
33,第季,ORDINAL
33,第季,ORDINAL
33,前月,DATE
33,億元,MONEY
33,蔡明彰,PERSON
33,臺灣,GPE
33,月下旬,DATE
33,清明,DATE
33,台灣,GPE
34,臺灣,GPE
34,台灣,GPE
34,今約個月,DATE
34,兩萬,CARDINAL
34,餘裕,PERSON
34,今年,DATE
35,萬,CARDINAL
35,上周,DATE
35,五,CARDINAL
35,億元,MONEY
35,超億元,MONEY
35,億元,MONEY
35,超億元,MONEY
35,超億元,MONEY
35,台灣,GPE
35,上周,DATE
35,五收元,MONEY
35,萬,CARDINAL
35,萬,CARDINAL
35,萬,CARDINAL
35,萬張萬,CARDINAL
35,萬,CARDINAL
35,英,GPE
35,張鴻海,PERSON
35,法,GPE
35,美國,GPE
35,美,GPE
35,美國,NORP
35,台灣,GPE
35,輝,PERSON
35,上周,DATE
35,五,CARDINAL
35,英,GPE
35,華,GPE
35,華,GPE
35,台灣,GPE
35,台灣,GPE
35,張南亞科,PERSON
35,上周,DATE
35,宏碁,ORG
35,聯電,ORG
35,富邦恒,ORG
35,張元,MONEY
35,滬,GPE
35,台灣,GPE
36,美國,GPE
36,今年,DATE
36,數周,DATE
36,台灣,GPE
36,下月,DATE
36,輝,PERSON
36,黃仁勳,PERSON
36,鴻海,PERSON
36,劉,PERSON
36,法人,NORP
36,今年,DATE
36,美國,NORP
36,台灣,GPE
36,鴻海台,LOC
36,英,GPE
36,半年,DATE
36,五,CARDINAL
37,盤元,MONEY
37,萬,CARDINAL
37,億元,MONEY
37,中國,GPE
37,中國,GPE
37,中國,GPE
37,三,CARDINAL
37,中國,GPE
38,台灣,GPE
38,巴,GPE
38,菲,GPE
38,臺灣,GPE
38,",億元",MONEY
38,台灣,GPE
38,富邦,ORG
38,泰,GPE
38,北,GPE
38,美,GPE
38,美國,GPE
38,富邦,ORG
38,近年,DATE
39,台灣,GPE
39,台灣,NORP
39,兆元,MONEY
39,台灣,GPE
39,台灣,GPE
39,台灣,GPE
39,華,GPE
39,華,GPE
40,今天,DATE
40,億元,MONEY
40,五,CARDINAL
40,今天,DATE
40,上午,TIME
40,萬,CARDINAL
40,台灣,GPE
40,十,CARDINAL
40,艾斯摩爾巴斯夫集團,ORG
40,林德集團,ORG
40,東京威力科,ORG
40,艾斯摩爾科林,PERSON
40,東京威力科,ORG
40,林德集團,ORG
40,萬,CARDINAL
41,今日,DATE
41,今日,DATE
41,億元,MONEY
41,億元,MONEY
41,億元,MONEY
41,三,CARDINAL
41,億元,MONEY
41,今日,DATE
41,億元,MONEY
41,百億,CARDINAL
41,本月,DATE
41,億元,MONEY
41,億元,MONEY
41,億元,MONEY
41,億元,MONEY
41,大哥台,GPE
41,王華,GPE
41,萬,CARDINAL
41,今日,DATE
41,本週,DATE
41,五日晚,TIME
41,美國,GPE
41,月最後週,DATE
41,昨日,DATE
41,上元,MONEY
41,臺灣,NORP
41,月日,DATE
41,上本周,DATE
41,邱致馨,PERSON
42,台灣,GPE
42,台灣,NORP
42,少億元至億元,MONEY
42,千億元,MONEY
42,千億,CARDINAL
42,月中下旬,DATE
42,陳唯泰,PERSON
43,本月,DATE
43,萬,CARDINAL
43,今天,DATE
43,萬,CARDINAL
43,億元,MONEY
43,億元,MONEY
43,億元,MONEY
43,億元,MONEY
43,億元,MONEY
43,台灣,GPE
43,今天,DATE
43,萬,CARDINAL
43,萬,CARDINAL
43,第名,ORDINAL
43,今天,DATE
43,萬,CARDINAL
43,本月,DATE
43,萬,CARDINAL
43,今天,DATE
43,萬,CARDINAL
43,本月,DATE
43,萬,CARDINAL
43,去年,DATE
43,今年,DATE
43,英,GPE
43,今天,DATE
43,百,CARDINAL
43,萬,CARDINAL
43,今天,DATE
43,鴻海,PERSON
43,華,GPE
43,台灣,GPE
43,滬,GPE
43,華,GPE
43,今天,DATE
43,台灣,GPE
43,張陽明,PERSON
43,英,GPE
43,張光寶,PERSON
44,台灣,GPE
44,年月日,DATE
44,兩,CARDINAL
44,台灣,GPE
44,台灣,GPE
44,台灣,GPE
44,台灣,GPE
44,台灣,GPE
44,台灣,GPE
44,台灣,GPE
44,台灣,GPE
44,灣,GPE
44,臺灣,GPE
44,台灣,GPE
44,台灣,GPE
44,台灣,GPE
44,台灣,GPE
44,台灣,GPE
44,台灣,GPE
44,近年,DATE
44,多元,MONEY
45,台灣,GPE
45,台灣,GPE
45,台灣,GPE
45,台灣,GPE
45,台灣,GPE
45,台灣,GPE
45,灣,GPE
45,臺灣,GPE
45,台灣,GPE
45,台灣,GPE
45,台灣,GPE
45,台灣,GPE
45,台灣,GPE
45,台灣,GPE
45,近年,DATE
45,多元,MONEY
46,今日,DATE
46,萬美元,MONEY
46,萬美元,MONEY
46,美,GPE
46,麗,GPE
46,臺,GPE
46,上元,MONEY
46,五,CARDINAL
46,青雲,PERSON
46,日,GPE
46,五日,DATE
46,上元,MONEY
47,台,GPE
47,美,GPE
47,華,GPE
47,美,GPE
47,四,CARDINAL
47,四,CARDINAL
47,上週,DATE
47,周亞特蘭,ORG
47,芝加哥,PERSON
47,五,CARDINAL
47,日,GPE
47,歐盟,ORG
47,俄羅斯,GPE
47,四,CARDINAL
47,顏至恆,PERSON
47,歐盟,ORG
47,美國,GPE
47,所羅門,GPE
47,中國,GPE
47,中國,GPE
47,本周,DATE
47,美國,GPE
47,美國,GPE
47,第四,ORDINAL
47,上元,MONEY
47,臺灣,NORP
47,月日,DATE
47,上本周,DATE
48,今天,DATE
48,百,CARDINAL
48,台灣,GPE
48,上周,DATE
48,五,CARDINAL
48,到億元,MONEY
48,台灣,GPE
48,萬,CARDINAL
48,第五,ORDINAL
48,第八,ORDINAL
48,台灣,GPE
48,今年,DATE
48,今年,DATE
49,台灣,GPE
49,年來,DATE
49,百,CARDINAL
49,台灣,GPE
49,年來,DATE
49,永豐金,PERSON
49,黃蔭基,PERSON
49,從年,DATE
49,前月,DATE
49,年月,DATE
49,年月,DATE
49,半碼年月日,DATE
49,半碼年月,DATE
49,半碼年月,DATE
49,半碼年月,DATE
49,第六,ORDINAL
49,台灣,GPE
49,黃,PERSON
50,珮,PERSON
50,五,CARDINAL
50,十,CARDINAL
50,萬,CARDINAL
50,台灣,GPE
50,華,GPE
50,台灣,GPE
50,台灣,GPE
50,上周五,DATE
50,逾萬,CARDINAL
50,今天,DATE
50,百分點,TIME
50,今天,DATE
50,百,CARDINAL
50,台灣,GPE
50,上周,DATE
50,五,CARDINAL
50,到億元,MONEY
50,台灣,GPE
50,萬,CARDINAL
50,第五,ORDINAL
50,第八,ORDINAL
50,台灣,GPE
50,今年,DATE
50,今年,DATE
51,日,GPE
51,中央銀行,ORG
51,日,GPE
51,立院,ORG
51,八,CARDINAL
51,日,GPE
51,兩,CARDINAL
51,億元,MONEY
51,布局,ORG
51,兩萬,CARDINAL
51,兩,CARDINAL
51,日,GPE
51,月日,DATE
51,台灣,NORP
51,台,GPE
51,下周,DATE
51,台系晶,ORG
51,百,CARDINAL
51,驊,PERSON
51,董,PERSON
51,林鴻明,PERSON
51,萬,CARDINAL
51,億美元,MONEY
51,新台幣億元,MONEY
51,台驊,PERSON
51,顏益財,PERSON
51,月底,DATE
51,美國,GPE
51,半年,DATE
52,",億元",MONEY
52,臺灣,GPE
52,四,CARDINAL
52,第季至第季,DATE
52,今年,DATE
52,台灣,GPE
52,台灣,GPE
52,布局,ORG
53,重磅,QUANTITY
53,月日至月日,DATE
53,臺灣,NORP
53,月日,DATE
53,台灣,GPE
53,月日至月日,DATE
53,華,GPE
53,華,GPE
53,兩,CARDINAL
53,二,ORDINAL
53,台灣,GPE
53,兩,CARDINAL
53,",億元",MONEY
53,金管會,ORG
53,期局局,ORG
53,張振山,PERSON
53,金管會,ORG
53,金管會,ORG
53,黃天牧,PERSON
54,億元,MONEY
54,億元,MONEY
54,億元,MONEY
54,超億元,MONEY
54,億元,MONEY
54,上周,DATE
54,昨天,DATE
54,萬,CARDINAL
54,萬,CARDINAL
54,第名,ORDINAL
54,英,GPE
54,萬,CARDINAL
54,燿華,PERSON
54,本周,DATE
54,三,CARDINAL
54,去年,DATE
54,今年,DATE
54,約元,MONEY
54,萬,CARDINAL
54,法,GPE
54,個月,DATE
54,美國,GPE
54,中國,GPE
54,英,GPE
54,台積電,ORG
54,萬,CARDINAL
54,張中興,PERSON
54,張詮,PERSON
54,英,GPE
54,台灣,GPE
54,張緯,PERSON
54,台灣,GPE
54,張燿華,PERSON
54,張永豐金,PERSON
55,台灣,GPE
55,自月日,DATE
55,五日,DATE
55,上週,DATE
55,五,CARDINAL
55,今天,DATE
55,五,CARDINAL
55,億元,MONEY
55,臺灣,GPE
55,萬,CARDINAL
55,第五,ORDINAL
55,第八,ORDINAL
55,臺灣,GPE
55,今年,DATE
55,今年,DATE
55,臺灣,GPE
55,臺灣,GPE
56,今年,DATE
56,京城銀,GPE
56,富邦金,ORG
56,富邦金,ORG
56,個月,DATE
56,億元,MONEY
56,四,CARDINAL
56,今年前月,DATE
56,億元,MONEY
56,四,CARDINAL
56,",億元",MONEY
56,近年半,DATE
56,億元天,MONEY
56,臺灣,NORP
56,◎月,DATE
56,◎年,DATE
56,今年,DATE
56,今年,DATE
56,京城銀,ORG
56,京,GPE
56,今年,DATE
56,京,PERSON
56,今年,DATE
56,近年來,DATE
56,聯邦銀,ORG
56,今年,DATE
56,◎元,MONEY
56,董,PERSON
56,今年,DATE
56,陳,PERSON
56,今年,DATE
56,今年,DATE
56,金元,MONEY
56,台新金,ORG
56,今年,DATE
56,富邦金,ORG
56,富邦金,ORG
56,今年,DATE
57,台北電美,ORG
57,二,CARDINAL
57,今日,DATE
57,月最後周,DATE
57,今日,DATE
57,賴清德,PERSON
57,五,CARDINAL
57,上周,DATE
57,五,CARDINAL
57,嘉義,GPE
57,億元,MONEY
57,國防部軍,ORG
57,六,CARDINAL
57,億元,MONEY
57,上個月,DATE
57,漢翔亞航,ORG
57,龍,GPE
57,全年,DATE
57,漢翔元,MONEY
57,寶元,MONEY
57,今日,DATE
57,邑錡,PERSON
57,日前,DATE
57,下半年,DATE
57,去年至月,DATE
57,台灣軍,ORG
58,珮,PERSON
58,台灣,GPE
58,第四,ORDINAL
58,上月,DATE
58,第四,ORDINAL
58,兩天,DATE
58,台灣,GPE
58,謝明志,PERSON
59,今日,DATE
59,第二,ORDINAL
59,第三,ORDINAL
59,鴻海,PERSON
59,台灣,GPE
59,鴻海聯,ORG
59,華,GPE
59,英,GPE
59,宏碁,ORG
59,台灣,GPE
59,今天,DATE
59,第三天,DATE
59,今天,DATE
60,本月,DATE
60,萬,CARDINAL
60,萬,CARDINAL
60,億元,MONEY
60,億元,MONEY
60,億元,MONEY
60,億元,MONEY
60,億元,MONEY
60,台灣,GPE
60,昨天,DATE
60,萬,CARDINAL
60,萬,CARDINAL
60,今天,DATE
60,萬,CARDINAL
60,本月,DATE
60,萬,CARDINAL
60,昨天,DATE
60,萬,CARDINAL
60,本月,DATE
60,萬,CARDINAL
60,去年,DATE
60,今年,DATE
60,英,GPE
