system_id,dataSource,artUrl,artDate,artTitle,artContent,boardID,commentCount,department,gender,school
93,Dcard,https://www.dcard.tw/f/travel/p/254542075,2024-01-28 10:33:07,#國外 流沙手機殼可以帶上飛機嗎,最近有計畫要去韓國但是由於是第一次出國所以上網看了一些注意事項，看到有人說不能帶流沙的手機殼，爬了很多文，有些人說不會抓但是有些人有被攔下來的經驗，不知道有沒有人有類似的經驗，謝謝🙏🏻,travel,0,katrinax2006,F,羊羊同學
94,Dcard,https://www.dcard.tw/f/travel/p/254549580,2024-01-29 08:44:21,#國外 #韓國 #日本 #徵旅伴,"今年暑假想去韓國或日本，因為是第一次自己出國所以想找人陪~想請問有哪位美女暑假想出國的嗎！

時間大概8月中~也可以另外討論！

自我介紹一下~
今年18歲 個性比較內向 需要外向一點的人🥹",travel,0,ccc_____000,F,💭
95,Dcard,https://www.dcard.tw/f/travel/p/254546904,2024-01-29 02:37:56,#國外 最近怎麼那麼多滑雪意外😱 旅平險詢問,"過年要去日本滑雪
前幾天連續看到兩例台灣人在日本因為滑雪意外過世的新聞
又在韓國旅遊版看到這篇
https://www.dcard.tw/f/korea_travel/p/254396113
光看文字就覺得好痛
昨天還看到有台灣人在新瀉被人撞到臉縫7針
撞人的甚至肇事逃逸＝＝
我真的嚇爛誒......誰會想要出國直接毀容😵‍💫
而且感覺就算自己很小心
也有被雪場三寶雷的風險
真的好怕自己也成為新聞裡的主角@@

朋友都叫我去之前要多保幾張保險
而且重點要保那種有緊急救援的
因為最怕就是被撞成重傷 還不能搭專機回國治療
記得之前有看過在日本中風住院幾個月就花百萬
還得靠募款才能繳清住院費回台灣的新聞 感覺超絕望

目前旅平險在考慮易安網上賣的安達國外完整型方案
看起來保障項目很多 而且有海外急難救助
好像也是少數有賠確診的
本來想看一下安達官網的保費跟易安網有沒有差
但安達官網試算保費就要填身分證
其實覺得有點怪 那如果我沒有要保 他也拿到我的資料了🤔？
所以目前偏好就在易安網投保了

不過有人知道如果跟易安網保 出事的話要跟誰聯絡嗎？
然後也想問 在易安網保跟在安達保的差別
最後，大家滑雪都要注意安全吶！！！祝我平安🥺",travel,14,,F,銘傳大學
96,Dcard,https://www.dcard.tw/f/travel/p/254494836,2024-01-23 12:50:10,#國外 韓國境內買菸,"請問如果在韓國境內超商買單包單包不同口味的菸，是不是就沒辦法扣稅？而且是不是最多只能帶十包？
另外不抱希望的想求一下韓國超商菸櫃的照片，在網路上都找不到菸的種類跟價錢QQ 連免稅店的價格都很少，跪求",travel,1,,M,銘傳大學
97,Dcard,https://www.dcard.tw/f/travel/p/254485713,2024-01-22 12:16:23,#國外 #比利時 獅子丘 Lion's Mound、滑鐵盧戰爭紀念館～一覽昔日滑鐵盧戰場以及戰役歷史，彷彿身臨其境！,"
獅子丘 (Lion's Mound) 位於比利時的滑鐵盧 (Waterloo)，是一座高達 43 公尺的人工山丘
周遭還有滑鐵盧戰役紀念館，對戰爭歷史感到興趣的人，來這裡會有很豐富的收穫哦 !

《入園資訊 》               

入園需要先到1815年紀念館櫃台購票，購票後可以參觀

1. 1815年紀念館
2. 全景館
3. 獅子丘
4. 露營地
5. 烏古蒙農場

餐廳則是不用購票也能進入
門票價格有淡季和旺季之分，整理如下 : 

買好票了 ! 開始參觀 GO GO ~~


《園區介紹》 
               
● 1815年紀念館 (Memorial 1815)

▲ 紀念館位於地下一樓，是 2015 年建成的

這個景象讓我想到韓國梨花女子大學的「大峽谷」，不過是縮小版的 ~

▲ 一進入就可以看到購票櫃台


▲ 購票櫃台旁邊是紀念品商店，有很多跟滑鐵盧戰役相關圖案的商品，種類非常豐富 !

▲ 紀念館的展場入口，進入後要往下一層樓

▲ 展場一開始先介紹法國大革命和拿破崙的崛起

法國大革命期間，法蘭西國王路易十六和多位黨派要員被以斷頭台處決

▲ 展場有放置一個斷頭台，演示在這場革命中被處決的人

▲ 繼續往前走，會有很有人物肖像棋，但我一個都不認識   

▲ 人物肖像棋後是一個高達兩層樓的拿破崙肖像畫，這個我倒是一眼就認出來是誰了 !

拿破崙自西元 1799 年崛起，1803 年即爆發了世界著名的拿破崙戰爭

▲ 以戰爭為主題的畫作帶領我們進入拿破崙戰役的序章

拿破崙戰役是牽連多個國家的龐大衝突，參戰方有拿破崙的法蘭西帝國，以及與之對抗的英國、俄羅斯、神聖羅馬帝國、奧地利、普魯士和西班牙組成的反法同盟國



▲ 有一條長廊展示著不同國家、不同兵種、不同制服的軍隊樣貌

▲ 以及當時所使用的武器

▲ 參與戰爭的各國領導者和指揮官介紹牆

▲ 研擬戰術中的將士們

▲ 這裡為什麼會有一個熱氣球呢 ? 

在法國大革命期間法國成立了一支熱氣球部隊，可高空監視敵軍的陣營，是最早用於空中軍事用途的物品

但這支部隊後來被拿破崙解散了，甚至有很多人說若拿破崙沒有解散熱氣球部隊，就能早點摸情敵人的動向，或許歷史就會改寫了

不過這些都是後話了   

▲ 180 度螢幕的 4D 劇院，內容是講述拿破崙戰爭的過程，以及戰爭過後的滿地狼藉

看完影片深深地感覺到戰爭是無情的，不管是勝方還是敗方都蒙受了巨大的損失

▲ 出了劇院後，看到牆上的這句話「Believe me, nothing except a battle lost can be half so melancholy as a battle won.」更覺感傷

意思是 : 相信我，除了一場失敗的戰鬥之外，沒有什麼比一場勝利更令人悲傷的了

戰鬥失敗固然悲傷，但是勝利也沒有什麼可喜的，因為勝利是以犧牲如此多英勇的朋友為代價，對國家、對公眾來說都是可怕的夢魘和損失，所以勝利也令人悲傷

這個 1815 年戰爭紀念館讓我很有感觸，我很喜歡

現場有提供中文語音導覽，非常推薦邊聽邊看展，會更有意境 !


● 全景 (Panorama)

▲ 全景館是一個圓柱形的建築

▲ 全景館的入口要從 1815 紀念館的地下通道過去

▲ 接著攀爬往上的階梯

▲ 就會看到全景館的入口了

▲ 這裡會叫做全景是因為這裡有一幅長 110 公尺、高 12 公尺的巨大畫作 !

是法國藝術家路易杜穆林於 1912 年完成的由 14 幅畫布拼接而成的油畫

這幅巨大畫作圍成了一個圓，讓遊客可以站在 5 公尺高的平台上 360 度欣賞


▲ 看著這幅巨大畫作，現場再搭配刀槍撞擊聲響，令人彷彿身歷其境，深深震撼 !


● 獅子丘 (Lion's Mound)

獅子丘是由荷蘭國王下令修建的錐形人工山丘，在 1826 年竣工

是用來紀念在滑鐵盧戰役中陣亡的士兵，也紀念奧蘭治親王（威廉二世）在此戰役中受傷

▲ 從全景館出來後，繼續沿著階梯往上走到戶外，就可以抵達獅子丘

▲ 獅子丘高 43 公尺，遊客可以攀爬 226 級台階通往山丘頂部

▲ 有警示牌提醒心臟病者和易頭暈之人不適合攀爬，不過中文翻的怪怪的   

▲ 在往上攀爬的過程其實有點可怕，好高啊 ! 我都不敢回頭看  > <""


▲ 登到頂部，雖然風超大，但可以一覽昔日戰場遺址

▲ 紀錄戰鬥的地圖，藍色是拿破崙軍隊，紅色則是英國軍隊

▲ 頂部矗立一座獅子雕像，爬上來了反而看不清楚

獅子雕像重 28 噸，是鐵鑄的，獅子的右前爪放在一個球體上，意即獅子是全球的守護者，象徵歐洲和平的回歸

▲ 下山後，獅子雕像剛好擋在太陽之前，神聖感陡升   


● 露營地 (Camp)

露營地就在獅子丘旁邊而已，我猜是在模擬軍隊駐紮的場景

▲ 有砲塔、帳篷等設施


● 烏古蒙農場 (Hougoumont Farm)

烏古蒙農場是 1815 年發生暴力衝突的地點之一，此處的穀倉中有聲光表演，講述發生在戰爭中的故事。

此農場距離獅子丘 1.5 公里遠，礙於時間因素，我們就沒有造訪了


《旅遊心得》                

這個景點我超級喜歡 !! 

原本以為只有一個獅子丘可以觀賞，到了現場才發現居然還有戰爭紀念館

我對歷史尚來是沒什麼興趣的，可是一進入紀念館，忍不住就陷進去了

攀爬獅子丘也令人很興奮，在頂部所看到的景色非常開闊 !

這裡距離布魯塞爾約 23 公里，單趟車程大約 1 小時

蠻推薦給有到比利時自駕遊的遊客 !


旅遊日期 : 2023.10.17",travel,0,ashleysbanana,F,艾煦梨の香蕉園 🍌
98,Dcard,https://www.dcard.tw/f/travel/p/254495401,2024-01-23 13:52:32,#國外 5/4 -5/5 韓國大邱嘻哈音樂節✈️,"
與友人買好的機票正好遇上大邱音樂節超級開心🫶🏻
目前1/26會開賣盲票🎫（未公布陣容）
因為本人已經確定會去！（等著買票🤣
這邊想建個群組方便大家互相分享資訊！
到時在國外有需要也可以互相幫助🥰
有興趣的朋友歡迎私訊我 再加您進群組🙌🏻

另外想問有沒有去過大邱音樂節🎧
或者有類似韓國音樂節經驗的朋友！
有沒有需要注意的事項 歡迎分享！",travel,1,arazyyyyy,F,不賣火柴的小女孩
99,Dcard,https://www.dcard.tw/f/travel/p/254499776,2024-01-24 05:29:40,#國外 韓國15日網卡轉讓總量50GB,"因為我們有人的手機型號不符合
又沒辦法退 所以想要轉讓這個
我們買的是eSIM卡
15天總量50gb
$550/1 意者私訊

",travel,0,cho1225,F,目前衛視台
100,Dcard,https://www.dcard.tw/f/travel/p/254579893,2024-02-01 16:01:49,#國外 #國外 哥德式慕斯帶出國,"想問一下這款捲髮慕斯是可以帶去越南河內的嗎？
看網路上大家幾乎都是去日本韓國美國歐洲
想問問東南亞有沒有成功案例可以分享🥹

",travel,0,o___00.00___o,M,匿名
101,Dcard,https://www.dcard.tw/f/travel/p/254576754,2024-02-01 10:23:19,#國外 日本福岡購物超甜大合輯,"日本福岡買買日記part2~
這次去了由布院和福岡，真心喜歡由布院的氛圍，很悠哉泡溫泉很舒服，可惜只住了一晚，步調很慢街道有很多可愛小店還有好吃的超好逛~回到福岡後天氣很差每天下雨，所以每天都在阪急這區的百貨公司~還有搭地鐵到天神站購物，以下是我有印象我購入的品項，我刷卡這幾天剛好是匯率數一數二低的，有種賺到的感覺呢~

有使用過的品項我會附上一點個人使用心得，沒使用過的我就不特別寫了唷~給大家參考一下

❣️提醒：
百貨公司可以免稅還有外國人優惠卡95折， 或者商品折價券都可以在購物時善加利用唷~然後在百貨買東西都要另外去退稅櫃台退稅喔~




👉	1.KISSME花漾美姬刷睫淨睫毛膏卸除液【日幣840 台幣179】

會刷睫毛膏的人都應該去買這個，保證你從此不會再抱怨你的睫毛底膏/睫毛膏很難卸除，也不用擔心睫毛輕易地離家出走了。
不知道怎麼使用的人可以上yt看看，因為我剛拿到也不知道怎麼用哈哈，會用之後發現它真的卸得輕鬆又乾淨~

❣️場外加碼：貝膚黛瑪舒敏高效眼唇卸妝液 125m，專業酒糟人認證推薦，我已用掉3瓶，眼妝好卸(含睫毛膏)不會眼睛痛，底妝也好卸臉不會發紅，畫重點敏感肌不過敏啊買了買了~～

2.👉Love Liner隨心所慾超防水極細眼線液筆0.55mL(6色任選) 【日幣1600 台幣340】

出水穩定筆尖細(0.1mm)、筆身顏值高、眼線顏色飽滿，但因為我本身眼皮不太出油，所以防暈染給不出意見，但測試過筆身拿著畫滿順手，顏色也很溫柔~~我一般都買咖啡或棕色系的眼線液筆，就算真的暈了眼神看起來還是很柔和不會很派。

這支我看包裝上寫上妝兼保養，富含保濕成分顏選五種美容液，防水防油抗汗不脫妝，使用高級原料故也不會導致眼皮色素沉澱，還有防手震筆身搭配彈性筆頭跟0.1mm的極細筆尖，就給大家參考一下嘍~

3.👉	Love Liner隨心所慾防水睫毛膏【日幣1600 台幣340】
4.	👉ettusais 艾杜紗 魔束捲翹睫毛膏 6g 薰衣草黑【日幣1200 台幣258】
5.	👉ettusais 艾杜紗 魔束捲翹睫毛底膏 6g 透明黑【日幣1000 台幣215】

我人生第一支睫毛膏是媚X琳的飛天捲翹，我是一個單眼皮還是一個短睫毛，用過幾次之後我就放棄了，那個頭有夠大我很難刷，但後來我不死心又跑去入手艾杜紗的睫毛底膏，又讓我重拾對睫毛膏的信心。

這個刷頭的設計非常符合人性跟新手友好，刷頭小小的非常好刷像個小扁梳，膏體清爽不結塊，搭配Solone的睫毛鋼梳來整理效果很好，重點持久不太暈!!!!!真的讓我這個睫毛新手覺得它很好操作啊，同品牌睫毛膏的刷頭也是差不多的刷頭一樣好刷，新手友善讚讚~Love Liner的刷頭也是新手友善小刷頭，刷的時候我也覺得很好梳理不結塊，但因為還沒有使用幾次就沒辦法特別分享，但頭是好刷的頭!

❣️提醒 建議刷睫毛底膏或睫毛膏要留到最後臉上所有粉體都上完之後再用，不然睫毛就會蒙上一層白白的粉。

6.	👉艾杜紗東京輕吻染唇膏2g 03新宿珊瑚【日幣1500 台幣323】 

一開始覺得普通一般，後來越擦越喜歡，顏色是我喜歡的帶橘的紅調，畫完會呈現一種日系溫柔感，唇膏膏體潤但不軟爛不溼黏，好補妝，但因為唇膏比較滋潤的所以相對不持色，呈現的妝感低應當是素顏也可以擦的不會太突兀。

7.	👉CANMAKE雙格珠光閃爍眼影盤【日幣570 台幣121】

8👉.	CANMAKE 8色編織眼影盤【日幣931 台幣198】



亮片色很細緻很閃耀，該顯色的顏色都滿顯色，整體配色實用度高，粉質不錯飛粉程度低，可以簡單化出很溫柔的眼妝，價格這麼便宜可以多買幾盤，送禮自用兩相宜。
❣️總結：包裝可愛、顏色實用、粉質不錯，價格不錯就隨便買~。

9.	👉canmake卧蠶筆【日幣650 台幣140】

10.	👉CEZANNE 星紗眼影盤(多色眼影盤) 【日幣646 台幣137】

額外插播個excel 日本買也是甜甜價但我沒買，給大家參考一下✌️


11.	👉CLINIQUE 倩碧小花腮紅#21芭蕾粉 【日幣3441 台幣775】 

我手上有紫羅蘭/甜瓜/杜鵑/芭蕾，因為我不太喜歡顯色的腮紅，有時候刷不好就會有色塊感，所以使用方面我還是比較喜歡自然的透出來的感覺，芭蕾粉真的每次刷完都覺得自己看起來超嫩，不只可以提亮讓臉膨起乃~還會讓你有自然的少女粉嫩感，也不會顯毛孔，刷多也不怕失手。

但仔細想想好像是白皮限定色，因為顏色真的太淺了，但白皮刷起來效果真的超可愛，然後這款不是霧面的粉 是帶有非常非常低調光感的，不過意外居然不顯毛孔這點很棒~還能製造膨臉效果~

12.	👉SUQQU睫毛夾*1【日幣2000 台幣468】

版上強推可以無死角夾好我的單眼皮小睫毛，價格很便買買!!!!!!!!

13.👉NOV娜芙 L&W活妍潔顏慕斯200ml【日幣3850 台幣818】
14.	👉NOV潤色隔離霜 粉紫【日幣2750 台幣584】
15.	👉NOV蜜粉粉璞【日幣330 台幣70】


👉這支洗面乳居然有被LDK認證又用過的小伙伴歡迎分享✌️

我的愛牌啊!!!!!!上次去已經有買一些，這次在百貨跟藥妝店看到滿滿的nov專櫃還是很激動啊!!!!!!!洗臉的我有發在酒糟保養文那篇，真的每次洗完都覺得皮膚很好，也有實際的洗了兩周酒糟都沒問題，這次看到甜甜價就直接入手了~隔離霜部分真的是此生不能沒有它!!!我買的是潤色款不是無色款的喔，兩種用起來膚感天差地別，無色款其實就是一般物理防曬，可以讓你擦完白得像僵屍，我以前非常愛，但現在喜歡自然一點的膚感，粉紫色超冷門超好用膚感超棒，詳情可去看我的文章，好用到我特別為它發文呢~至於粉撲我只後悔沒有多帶幾個回來，用這個上蜜粉真的超服貼，台灣賣很貴一個粉撲$297，日本買一個大概台幣70…..…另外實際上購買價格會比上面我標示的再便宜一點，因為除了退稅還有打95折

16.👉	曼秀雷敦 HandVeil RichBarrier 防水修護護手霜 70g*3【日幣633 台幣135】

17.	👉日本資生堂MOILIP藥用護唇膏 【日幣1140 台幣242】

修復力佳、有效防止唇部乾燥、長效滋潤但又不會黏膩，質地真的不黏在嘴巴上就是略為油油這樣，沒有任何味道，凡士林我偶爾也會用但我就不喜歡它的味道其實…這款適合唇況容易有問題的人，結論就是有看到買就對了，此次同行友人嘴唇乾裂不像話，我借她擦兩天嘴巴就好很多，她被燒到也跑去買了好幾條，軟管狀也很衛生擠多少用多少，現在日本隨便都買得到了唷~

18.	👉canmake透亮美肌蜜粉餅 潤色版【日幣940 台幣202】



講真粉質一般，要定妝使用建議皮膚沒有大毛孔及大瑕疵之人再買，不然會覺得上了底妝再上這個妝會有浮浮的感覺。但比起另外兩色這款色號粉質稍細，如果不當蜜粉單純當霧面腮紅提亮面中，那我覺得大部分人應該都可以使用，因為它沒有亮粉是霧面的，可以達到提亮面中又不顯毛孔還可以順便增加點血色感的效果。

19.	👉CANMAKE夜間長效保濕唇膜【日幣684 台幣145】


超適合買回來送禮，外型超可愛，而且使用上不挑人，價格也甜甜，但我還沒使用，捨不得開她外表好可愛啊粉粉嫩嫩的哪個女孩子不喜歡!!!!!!!

❣️抓點網路資料給大家參考
睡前塗擦保養，密封般的潤澤效果，隔天起床就能讓雙唇呈現嬰兒般的柔嫩感，絕對會被這完美護唇效果驚呆，用過一次就回不去。雖然是開架的，卻有專櫃級的保養成分，內含凡士林、玻尿酸、乳木果油、蜂蜜、柑橘果皮精華、神經醯胺、摩洛哥坚果油等，用起來就像是高級保養唇膜，整個唇部顯得潤澤保濕，如少女般的柔嫩粉唇

20.	👉韓國Dasique 九宮格眼影盤#16【日幣3800 台幣818】


其實我是想買編織四色腮紅盤，但我回台灣才發現我拿到眼影盤，這可能是命中注定因為我大概八百年沒買新眼影了，眼影真的是很難用完的東東啊~這盤顏色顯色程度一般，相對效果自然比較不會有色塊感，飛粉程度低亮片色也很好看，該有的顏色她都有，基本功能配色算齊全，以我的膚色來說算很實用也喜歡，因為我喜歡清淡的色系，但這價格我覺得沒有優勢，台灣還有賣6百多的。

21.	👉KissMe 奇士美 Mommy UV 兒童親子防曬乳 小熊款 SPF33 PA+++【日幣900 台幣194】

我們家有小孩一直都是擦這個，外型可愛，成分幼兒友善，質地清爽好擦不黏膩，可以預防小朋友曬傷但小朋友曬過頭還是會黑掉，真的遇到要曝曬我建議還是物理做好最實在!

22.	👉LION獅王 Smile40 premium DX 强效眼藥水 15ml 【第２類醫藥品】【日幣1425 台幣303】

23.	👉日本花王CAPE定型噴霧180g-微香 紫【日幣598 台幣127】

24.	👉loretta 蘿莉塔免沖洗護髮油120ml【日幣2860 台幣608】
買來送人的我自己沒用，根據使用者(狀態：髮質乾燥燙染到爛掉)回饋是說，頭髮吹個八成乾再抹一下這個上去再吹一下，頭髮變得很柔順，而且有好聞的玫瑰花香，然後擦完髮尾頭髮跟手都很清爽不會油油的~聽完我是覺得不錯，但我本人建議會長髮油痘的就不要傷害自己了放棄吧!!!

25.	👉久光製藥酸痛貼布【日幣546 台幣116】

26.	👉新表飛鳴【日幣2180 台幣463

27.	👉朝日膠原蛋白粉【日幣3580 台幣761】
我不吃膠原蛋白也不吃高蛋白，通通都是會爆痘的營養補給品，我有親身體驗，所以這是幫人代買的，有很多研究顯示膠原蛋白是智商稅，但還是是很多人吃有效這我就不管了，但就痘痘群體而言我個人是不建議辣。

28.	👉日本tomica多美小車車(公車)(景區購入) 【日幣550 台幣118】
29.	👉日本tomica多美小車車(公車) 【日幣338 台幣82】
30.	👉日本tomica多美小車車(長形火車) 【日幣651 台幣138】

日本這個車車真的便宜到不行，價格最便宜的是在BIG CAMERA購入的，台灣很貴欸!!!!家裡有喜歡小車車的朋友可以去大買特買，因為不論是車車本人還是價格在日本買都超可愛的~買起來瘋狂亂買吧車友們~

31.👉	Olfa美工刀【日幣648 台幣138】

32.	👉博多一雙 福岡限定 濃厚豚骨拉麵【日幣278 台幣59】
我在便利商店買來送給友友的我沒吃，友友給出4.8星的好評，這個機場沒賣好像是福岡限定，根據友友反饋是說 湯頭很濃郁、麵體是細麵，夾小小口也會吸附很多湯汁，總之很棒很好吃。

33.👉	7-11蘭姆葡萄餅乾【日幣419 台幣89】

總之我覺得它很好吃，覺得六花亭很貴的時候可以買它，我有發一篇蘭姆葡萄餅乾評比可以參考參考哈哈~

34.👉	日本甘樂鮮果實軟糖-葡萄口味【日幣138 台幣30】
35.	👉日本甘樂鮮果實軟糖-葡萄口味【日幣130 台幣28】

台灣一包59元，日本一包30元，在BIG CAMERA我買到一包28元的，好好吃好好買不解釋，我就喜歡這種砂糖口感酸酸有勁的小軟糖~

36.	愛迪達【日幣7469 台幣1612】
37.	愛迪達【日幣8536 台幣1842】
38.	愛迪達【日幣13321 台幣2810】
在日本我不敢拆鞋盒，又只帶一個24吋行李箱和小行李袋，血淚教訓就是以後出國都帶28吋以上，還有就是買鞋真的便宜很有感欸~買給爸爸跟弟弟 我也給自己買了一雙粉色的，回國後才發現我跟弟弟的同款不同色，我的審美真是太專一了

39.	👉Panasonic 國際牌 奈米水離子吹風機-粉金/金(EH-NA9G-PN) 【日幣19800台幣4208】

在台灣買不下去，不知道為什麼我在日本買了還一口氣買了兩台，可能我被價格冲昏了頭，加上外型顏色很符合我的審美，根據使用者回覆最有感就是吹乾頭髮變很快，髮質也變柔順，而且還有多種模式，感覺就很厲害，但我沒在吹我不知道，因為我一隻送媽媽 一隻送友友，如果有人有厲害心得也可以跟我分享，我去拿來吹吹看~

40.	❤️福砂屋 蜂蜜蛋糕【日幣1350台幣287】




如果不是行李問題我會買個5.6.7.8條，這個好好吃和台灣的蛋糕體不太一樣，蛋糕本人很濕潤很有重量，底部的糖雖然很甜但很有顆粒感吃起來脆脆的，濕潤的蜂蜜蛋糕搭配底部脆脆的糖粒，雖然一下下去滿口甜味，但一口蛋糕搭配一口茶，意外非常和諧好吃，唯一的遺憾就是沒有多買幾條台灣買好貴啊~而且這個送人也很好看 日本的禮品真的是太會包裝了~

41.	❤️福太朗 仙貝【日幣600台幣128】
是一個一開始吃感覺沒什麼特別，但連續吃個幾片會越吃越上癮的東西，我覺得味道很有蝦味先那個感覺，但海味更重，至於口感我覺得是雖然是脆片但他本人是很結實的餅乾，所以很有咬感，就是一個會越吃越上頭的小零食，再度遺憾沒能多買幾盒便宜好吃送禮自用兩相宜。

零零散散購物日記其實也不算買很多，可能主要是體積大，我覺得福岡實在是一個很無聊的景點，但購物方便性和覓食方便性我給兩百分，我個人是喜歡戶外景點的，但這次大家旅行有點狀況就導致旅遊直接變純購物行程，還好有去由布院我真的很喜歡欸!!!!!然後這次購物主要還是刷聯邦吉X卡，日幣現鈔我大概只換了台幣五千就出國了，其餘全靠魔法小卡支援。給大家參考一下~

額外補充
🌸去由布院安排一個溫泉之旅是此行最棒的決定
🌸福岡的草莓好甜好好吃是我吃過最好吃的最甜的草莓但新聞說農藥超標的也不少


🌸博多王子智能飯店的評價在網路上很恐怖，但實際入住覺得還好，主要它的位置真的太好了，有百貨有地鐵走路就能到，早餐米漢堡也很好吃，但枕頭非常難睡會塌掉，還有他的雙人房間沒有分開床是一張雙人床，不喜歡與人同寢或睡眠品質不佳的慎入。
🌸我在日本買到最喜歡的玩具






這次的分享就到這辣~我們下次見🌸✌️",travel,1,rurubest,F,涼了涼了
102,Dcard,https://www.dcard.tw/f/travel/p/254557384,2024-01-30 06:50:28,#國外 贈送韓國eSIM 10G可用七天一張,"贈送韓國eSIM 10G可用七天一張
需要在2月1號晚上12點前安裝在手機，安裝後三十天內要到韓國使用，有需要的請私訊我，我傳QR Code給你",travel,0,azeri259,M,日本網卡
103,Dcard,https://www.dcard.tw/f/travel/p/254556662,2024-01-30 05:09:11,#國外 蜜月旅行應該要選哪國,"如題
最近跟老公在聊蜜月旅行要去哪裡玩
我自己想去歐洲
他想去日本XDDDDDD
所以想問問看大家意見
第一次蜜月旅行都去哪玩（應該也不會有第二次了🤣🤣🤣

Option #1: 中國
Option #2: 歐洲、紐約
Option #3: 日本、韓國
Option #4: 泰國、越南",travel,3,,F,淡江大學
104,Dcard,https://www.dcard.tw/f/travel/p/254577821,2024-02-01 12:32:46,#國外 #HafH 國內外優惠訂住宿平台 教大家630台幣連住兩晚日本連鎖五星飯店,"【教大家630台幣連住兩晚日本連鎖五星飯店


】

HafH是一個日本訂閱制旅宿服務，目前優惠活動到2/4為止！

活動資格：
1）沒有註冊過HafH
2）必須要有JCB卡或者日本當地發行的信用卡

步驟如下
1）開啟日本VPN🇯🇵這樣才可以選到2940💴的方案，沒有的話就會變成49美金的方案喔

2）谷歌「HafH」，點擊進去右上角「登録(する)」

3）會員情報頁面一定要填邀請碼【MDOLOQ】，這樣才可以領到額外300coins‼️
⚠️推薦碼旁邊的【適用】一定要按下去！！不然他會算沒有填過

4）註冊完成就會得到600coins啦～目前還有8折買coins的活動，若是要住溫泉飯店的話建議買喔（⚠️只能買一次喔）

使用方式：
1）不想再額外花錢的話建議註冊後一個月內訂好飯店並且入住，就可以在結束入住後直接取消訂閱（建議2月剛好有住宿需求）。

2）沒有訂任何飯店的清況下，可以選擇休眠的模式，coins保留起來，直到要訂飯店的時候再開啟，但是就是開啟後就要付費，不想付9800日圓的話有另一個平價方案2980日圓可以選擇喔～

3）有訂飯店的情況下，是不能休眠喔，只能選擇下個月付9800日圓或者改成另一個平價方案2980日圓

🇯🇵🇰🇷🇹🇼🇹🇭🇸🇬🇭🇰
日本、韓國、台灣、泰國、新加坡、香港都有飯店可以入住喔！

我覺得HafH的優點是平假日、櫻花季、楓葉季coins都是固定coins！

日本大阪五星級星野omo7一晚300coins，等於可以連住兩晚～",travel,1,honhonhon,M,Yo
105,Dcard,https://www.dcard.tw/f/travel/p/254555362,2024-01-30 01:26:47,#國外 韓國首爾旅遊🤩,"🆕精彩團~首爾樂天世界+盧登西亞歐洲村+氣壂船炸雞特色美食五日遊

💰只要 9900元含稅起 

打卡景點:
🌼樂天世界
🌼塗鴉秀
🌼浪漫漢江氣墊船
🌼江村鐵道自行車
🌼盧登西亞歐洲村
🌼韓服體驗+四角飯糰DIY
🌼坡州 Hey Ri Art Valley 藝術村 
美食饗宴:
🫶韓式拌飯DIY+掛爐窯烤海陸大拼盤
🫶馬鈴薯燉豬骨湯
🫶荒謬的生肉~厚切五花肉
🫶金剛部隊鍋

超級優惠
https://sticker-assets.dcard.tw/images/8a3d2c5b-60a0-40ca-8334-240c0952e400/orig.png

https://www.instagram.com/happygo77777?igsh=dHgybWowOHRtbHlz&utm_source=qr

https://line.me/ti/g2/wPEGcEY8yFsRVsFekFFfGNguMv2Iup0OQBNhlw?utm_source=invitation&utm_medium=link_copy&utm_campaign=default",travel,0,star7687,F,體大
